code,name,official_class_code,official_class_name,primary_cluster,primary_cluster_name,cross_tags,official_note
081902T,海洋工程与技术,0819,海洋工程类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真,
081903T,海洋资源开发技术,0819,海洋工程类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真,
081904T,海洋机器人,0819,海洋工程类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真;自动化控制;机器人/智能装备,
081905T,智慧海洋技术,0819,海洋工程类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真,
081906T,智能海洋装备,0819,海洋工程类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真;机械设计;智能制造,
081907T,海洋智能与无人技术,0819,海洋工程类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真,
082001,航空航天工程,0820,航空航天类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真,
082002,飞行器设计与工程,0820,航空航天类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真,
082003,飞行器制造工程,0820,航空航天类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真;机械设计;智能制造,
082004,飞行器动力工程,0820,航空航天类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真,
082005,飞行器环境与生命保障工程,0820,航空航天类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真;安全合规;公共安全,
082006T,飞行器质量与可靠性,0820,航空航天类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真,
082007T,飞行器适航技术,0820,航空航天类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真,
082008T,飞行器控制与信息工程,0820,航空航天类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真;自动化控制;机器人/智能装备,
082009T,无人驾驶航空器系统工程,0820,航空航天类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真,
082010T,智能飞行器技术,0820,航空航天类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真,
082011T,空天智能电推进技术,0820,航空航天类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真,
082012T,飞行器运维工程,0820,航空航天类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真,
082101,武器系统与工程,0821,兵器类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真,
082102,武器发射工程,0821,兵器类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真,
082103,探测制导与控制技术,0821,兵器类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真;自动化控制;机器人/智能装备,
082104,弹药工程与爆炸技术,0821,兵器类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真,
082105,特种能源技术与工程,0821,兵器类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真;能源电力;新能源,
082106,装甲车辆工程,0821,兵器类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真;机械设计;智能制造,
082107,信息对抗技术,0821,兵器类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真,
082108T,智能无人系统技术,0821,兵器类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真,
082201,核工程与核技术,0822,核工程类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真;能源电力;新能源,
082202,辐射防护与核安全,0822,核工程类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真;能源电力;新能源;安全合规;公共安全,
082203,工程物理,0822,核工程类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真,
082204,核化工与核燃料工程,0822,核工程类,aerospace_marine_defense_nuclear,航空航天、海洋、兵器与核工程类,高端装备;系统工程;控制;仿真;能源电力;新能源;过程工程;质量安全,
082301,农业工程,0823,农业工程类,agriculture_forestry_equipment,农业、林业与生态装备工程类,农林工程;装备;材料;生态,
082302,农业机械化及其自动化,0823,农业工程类,agriculture_forestry_equipment,农业、林业与生态装备工程类,农林工程;装备;材料;生态;自动化控制;机器人/智能装备;机械设计;智能制造,
082303,农业电气化,0823,农业工程类,agriculture_forestry_equipment,农业、林业与生态装备工程类,农林工程;装备;材料;生态;能源电力;新能源,
082304,农业建筑环境与能源工程,0823,农业工程类,agriculture_forestry_equipment,农业、林业与生态装备工程类,农林工程;装备;材料;生态;能源电力;新能源;基础设施;空间信息,
082305,农业水利工程,0823,农业工程类,agriculture_forestry_equipment,农业、林业与生态装备工程类,农林工程;装备;材料;生态;基础设施;空间信息,
082306T,土地整治工程,0823,农业工程类,agriculture_forestry_equipment,农业、林业与生态装备工程类,农林工程;装备;材料;生态,
082307T,农业智能装备工程,0823,农业工程类,agriculture_forestry_equipment,农业、林业与生态装备工程类,农林工程;装备;材料;生态;自动化控制;机器人/智能装备;机械设计;智能制造,
082308T,农业机器人,0823,农业工程类,agriculture_forestry_equipment,农业、林业与生态装备工程类,农林工程;装备;材料;生态;自动化控制;机器人/智能装备,
082401,森林工程,0824,林业工程类,agriculture_forestry_equipment,农业、林业与生态装备工程类,农林工程;装备;材料;生态,
082402,木材科学与工程,0824,林业工程类,agriculture_forestry_equipment,农业、林业与生态装备工程类,农林工程;装备;材料;生态,
082403,林产化工,0824,林业工程类,agriculture_forestry_equipment,农业、林业与生态装备工程类,农林工程;装备;材料;生态;过程工程;质量安全,
082404T,家具设计与工程,0824,林业工程类,agriculture_forestry_equipment,农业、林业与生态装备工程类,农林工程;装备;材料;生态,
082405T,木结构建筑与材料,0824,林业工程类,agriculture_forestry_equipment,农业、林业与生态装备工程类,农林工程;装备;材料;生态;材料科学;工艺研发;基础设施;空间信息,
082501,环境科学与工程,0825,环境科学与工程类,resources_environment_safety,资源、地质、矿业、环境与安全类,资源;环境;安全;现场工程;安全合规;公共安全,
082502,环境工程,0825,环境科学与工程类,resources_environment_safety,资源、地质、矿业、环境与安全类,资源;环境;安全;现场工程;安全合规;公共安全,
082503,环境科学,0825,环境科学与工程类,resources_environment_safety,资源、地质、矿业、环境与安全类,资源;环境;安全;现场工程;安全合规;公共安全,可授工学或理学学士学位
082504,环境生态工程,0825,环境科学与工程类,resources_environment_safety,资源、地质、矿业、环境与安全类,资源;环境;安全;现场工程;安全合规;公共安全,
082505T,环保设备工程,0825,环境科学与工程类,resources_environment_safety,资源、地质、矿业、环境与安全类,资源;环境;安全;现场工程,
082506T,资源环境科学,0825,环境科学与工程类,resources_environment_safety,资源、地质、矿业、环境与安全类,资源;环境;安全;现场工程;安全合规;公共安全,可授工学或理学学士学位
082507T,水质科学与技术,0825,环境科学与工程类,resources_environment_safety,资源、地质、矿业、环境与安全类,资源;环境;安全;现场工程,
082601,生物医学工程,0826,生物医学工程类,biomedical_bioengineering_health,生物医学、生物工程与健康工程类,生物医学;医疗器械;生物制造;法规质量;过程工程;质量安全,可授工学或理学学士学位
082602T,假肢矫形工程,0826,生物医学工程类,biomedical_bioengineering_health,生物医学、生物工程与健康工程类,生物医学;医疗器械;生物制造;法规质量,
082603T,临床工程技术,0826,生物医学工程类,biomedical_bioengineering_health,生物医学、生物工程与健康工程类,生物医学;医疗器械;生物制造;法规质量,
082604T,康复工程,0826,生物医学工程类,biomedical_bioengineering_health,生物医学、生物工程与健康工程类,生物医学;医疗器械;生物制造;法规质量,
082605T,健康科学与技术,0826,生物医学工程类,biomedical_bioengineering_health,生物医学、生物工程与健康工程类,生物医学;医疗器械;生物制造;法规质量,
082701,食品科学与工程,0827,食品科学与工程类,textile_light_food_consumer_manufacturing,纺织、轻工、食品与消费品制造类,消费品制造;质量安全;工艺;供应链;过程工程,可授工学或农学学士学位
082702,食品质量与安全,0827,食品科学与工程类,textile_light_food_consumer_manufacturing,纺织、轻工、食品与消费品制造类,消费品制造;质量安全;工艺;供应链;过程工程;安全合规;公共安全,
082703,粮食工程,0827,食品科学与工程类,textile_light_food_consumer_manufacturing,纺织、轻工、食品与消费品制造类,消费品制造;质量安全;工艺;供应链,
082704,乳品工程,0827,食品科学与工程类,textile_light_food_consumer_manufacturing,纺织、轻工、食品与消费品制造类,消费品制造;质量安全;工艺;供应链,
082705,酿酒工程,0827,食品科学与工程类,textile_light_food_consumer_manufacturing,纺织、轻工、食品与消费品制造类,消费品制造;质量安全;工艺;供应链,
082706T,葡萄与葡萄酒工程,0827,食品科学与工程类,textile_light_food_consumer_manufacturing,纺织、轻工、食品与消费品制造类,消费品制造;质量安全;工艺;供应链,
082707T,食品营养与检验教育,0827,食品科学与工程类,textile_light_food_consumer_manufacturing,纺织、轻工、食品与消费品制造类,消费品制造;质量安全;工艺;供应链;过程工程,
082708T,烹饪与营养教育,0827,食品科学与工程类,textile_light_food_consumer_manufacturing,纺织、轻工、食品与消费品制造类,消费品制造;质量安全;工艺;供应链,
082709T,食品安全与检测,0827,食品科学与工程类,textile_light_food_consumer_manufacturing,纺织、轻工、食品与消费品制造类,消费品制造;质量安全;工艺;供应链;过程工程;安全合规;公共安全,
082710T,食品营养与健康,0827,食品科学与工程类,textile_light_food_consumer_manufacturing,纺织、轻工、食品与消费品制造类,消费品制造;质量安全;工艺;供应链;过程工程,
082711T,食用菌科学与工程,0827,食品科学与工程类,textile_light_food_consumer_manufacturing,纺织、轻工、食品与消费品制造类,消费品制造;质量安全;工艺;供应链,
082712T,白酒酿造工程,0827,食品科学与工程类,textile_light_food_consumer_manufacturing,纺织、轻工、食品与消费品制造类,消费品制造;质量安全;工艺;供应链,
082713T,咖啡科学与工程,0827,食品科学与工程类,textile_light_food_consumer_manufacturing,纺织、轻工、食品与消费品制造类,消费品制造;质量安全;工艺;供应链,
082801,建筑学,0828,建筑类,civil_architecture_spatial_infrastructure,土木、建筑、水利与空间基础设施类,基础设施;空间信息;工程管理;BIM,
082802,城乡规划,0828,建筑类,civil_architecture_spatial_infrastructure,土木、建筑、水利与空间基础设施类,基础设施;空间信息;工程管理;BIM,
082803,风景园林,0828,建筑类,civil_architecture_spatial_infrastructure,土木、建筑、水利与空间基础设施类,基础设施;空间信息;工程管理;BIM,可授工学或艺术学学士学位
082804T,历史建筑保护工程,0828,建筑类,civil_architecture_spatial_infrastructure,土木、建筑、水利与空间基础设施类,基础设施;空间信息;工程管理;BIM,
082805T,人居环境科学与技术,0828,建筑类,civil_architecture_spatial_infrastructure,土木、建筑、水利与空间基础设施类,基础设施;空间信息;工程管理;BIM;安全合规;公共安全,
082806T,城市设计,0828,建筑类,civil_architecture_spatial_infrastructure,土木、建筑、水利与空间基础设施类,基础设施;空间信息;工程管理;BIM,
082807T,智慧建筑与建造,0828,建筑类,civil_architecture_spatial_infrastructure,土木、建筑、水利与空间基础设施类,基础设施;空间信息;工程管理;BIM,
082808T,智慧景观营造,0828,建筑类,civil_architecture_spatial_infrastructure,土木、建筑、水利与空间基础设施类,基础设施;空间信息;工程管理;BIM,
082901,安全工程,0829,安全科学与工程类,resources_environment_safety,资源、地质、矿业、环境与安全类,资源;环境;安全;现场工程;安全合规;公共安全,
082902T,应急技术与管理,0829,安全科学与工程类,resources_environment_safety,资源、地质、矿业、环境与安全类,资源;环境;安全;现场工程;安全合规;公共安全,
082903T,职业卫生工程,0829,安全科学与工程类,resources_environment_safety,资源、地质、矿业、环境与安全类,资源;环境;安全;现场工程,
082904T,安全生产监管,0829,安全科学与工程类,resources_environment_safety,资源、地质、矿业、环境与安全类,资源;环境;安全;现场工程;安全合规;公共安全,
082905TK,智慧应急,0829,安全科学与工程类,resources_environment_safety,资源、地质、矿业、环境与安全类,资源;环境;安全;现场工程;安全合规;公共安全,
083001,生物工程,0830,生物工程类,biomedical_bioengineering_health,生物医学、生物工程与健康工程类,生物医学;医疗器械;生物制造;法规质量;过程工程;质量安全,
083002T,生物制药,0830,生物工程类,biomedical_bioengineering_health,生物医学、生物工程与健康工程类,生物医学;医疗器械;生物制造;法规质量;过程工程;质量安全,
083003T,合成生物学,0830,生物工程类,biomedical_bioengineering_health,生物医学、生物工程与健康工程类,生物医学;医疗器械;生物制造;法规质量;过程工程;质量安全,
083004T,生物制造,0830,生物工程类,biomedical_bioengineering_health,生物医学、生物工程与健康工程类,生物医学;医疗器械;生物制造;法规质量;机械设计;智能制造;过程工程;质量安全,
083101K,刑事科学技术,0831,公安技术类,public_security_technical_engineering,公安技术、消防与公共安全工程类,公共安全;消防;网络安全;应急,
083102K,消防工程,0831,公安技术类,public_security_technical_engineering,公安技术、消防与公共安全工程类,公共安全;消防;网络安全;应急;安全合规,
083103TK,交通管理工程,0831,公安技术类,public_security_technical_engineering,公安技术、消防与公共安全工程类,公共安全;消防;网络安全;应急;基础设施;空间信息,
083104TK,安全防范工程,0831,公安技术类,public_security_technical_engineering,公安技术、消防与公共安全工程类,公共安全;消防;网络安全;应急;安全合规,
083105TK,公安视听技术,0831,公安技术类,public_security_technical_engineering,公安技术、消防与公共安全工程类,公共安全;消防;网络安全;应急;安全合规,
083106TK,抢险救援指挥与技术,0831,公安技术类,public_security_technical_engineering,公安技术、消防与公共安全工程类,公共安全;消防;网络安全;应急;安全合规,
083107TK,火灾勘查,0831,公安技术类,public_security_technical_engineering,公安技术、消防与公共安全工程类,公共安全;消防;网络安全;应急,
083108TK,网络安全与执法,0831,公安技术类,public_security_technical_engineering,公安技术、消防与公共安全工程类,公共安全;消防;网络安全;应急;软件工程;数据与 AI;安全合规,
083109TK,核生化消防,0831,公安技术类,public_security_technical_engineering,公安技术、消防与公共安全工程类,公共安全;消防;网络安全;应急;能源电力;新能源;安全合规,
083110TK,海警舰艇指挥与技术,0831,公安技术类,public_security_technical_engineering,公安技术、消防与公共安全工程类,公共安全;消防;网络安全;应急,
083111TK,数据警务技术,0831,公安技术类,public_security_technical_engineering,公安技术、消防与公共安全工程类,公共安全;消防;网络安全;应急;软件工程;数据与 AI;安全合规,
083112TK,食品药品环境犯罪侦查技术,0831,公安技术类,public_security_technical_engineering,公安技术、消防与公共安全工程类,公共安全;消防;网络安全;应急;过程工程;质量安全;安全合规,
083113TK,低空安全管理,0831,公安技术类,public_security_technical_engineering,公安技术、消防与公共安全工程类,公共安全;消防;网络安全;应急;安全合规,
